source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:BP	GO:0001667	ameboidal-type cell migration	0.002837850832760037	True	"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]"	428	355	23	21031	0.0647887323943662	0.053738317757009345	query_1	['GO:0016477']
GO:BP	GO:0042325	regulation of phosphorylation	0.002892960906782289	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	966	355	38	21031	0.10704225352112676	0.039337474120082816	query_1	['GO:0016310', 'GO:0019220']
GO:BP	GO:0045639	positive regulation of myeloid cell differentiation	0.002926185398639794	True	"""Any process that activates or increases the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]"	102	355	11	21031	0.030985915492957747	0.10784313725490197	query_1	['GO:0030099', 'GO:0045597', 'GO:0045637']
GO:BP	GO:0030855	epithelial cell differentiation	0.002946835153969264	True	"""The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium."" [GOC:ecd, PMID:11839751]"	740	355	32	21031	0.09014084507042254	0.043243243243243246	query_1	['GO:0030154', 'GO:0060429']
GO:BP	GO:0002708	positive regulation of lymphocyte mediated immunity	0.003097080938096727	True	"""Any process that activates or increases the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]"	124	355	12	21031	0.03380281690140845	0.0967741935483871	query_1	['GO:0002449', 'GO:0002705', 'GO:0002706']
GO:BP	GO:0006935	chemotaxis	0.0031310621394759312	True	"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]"	463	355	24	21031	0.0676056338028169	0.05183585313174946	query_1	['GO:0042221', 'GO:0042330']
GO:BP	GO:0000302	response to reactive oxygen species	0.0032872713560506694	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:krc]"	197	355	15	21031	0.04225352112676056	0.07614213197969544	query_1	['GO:0006979', 'GO:1901700']
GO:CC	GO:0098588	bounding membrane of organelle	0.003358797575174281	True	"""The lipid bilayer that forms the outer-most layer of an organelle."" [GOC:dos]"	2203	358	62	22097	0.17318435754189945	0.02814344076259646	query_1	['GO:0031090']
GO:BP	GO:0010959	regulation of metal ion transport	0.003366012079318059	True	"""Any process that modulates the frequency, rate, or extent of metal ion transport. Metal ion transport is the directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:dph, GOC:tb]"	369	355	21	21031	0.059154929577464786	0.056910569105691054	query_1	['GO:0030001', 'GO:0043269']
GO:BP	GO:0042330	taxis	0.003376441270963758	True	"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]"	465	355	24	21031	0.0676056338028169	0.05161290322580645	query_1	['GO:0009605', 'GO:0040011']
GO:BP	GO:1901699	cellular response to nitrogen compound	0.003377570049614881	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	672	355	30	21031	0.08450704225352113	0.044642857142857144	query_1	['GO:0070887', 'GO:1901698']
GO:BP	GO:0002715	regulation of natural killer cell mediated immunity	0.003577225352784568	True	"""Any process that modulates the frequency, rate, or extent of natural killer cell mediated immunity."" [GOC:add]"	49	355	8	21031	0.022535211267605635	0.16326530612244897	query_1	['GO:0002228', 'GO:0002706', 'GO:0045088']
GO:BP	GO:0045581	negative regulation of T cell differentiation	0.003577225352784568	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of T cell differentiation."" [GOC:go_curators]"	49	355	8	21031	0.022535211267605635	0.16326530612244897	query_1	['GO:0030217', 'GO:0045580', 'GO:0045620', 'GO:0050868']
GO:BP	GO:0072593	reactive oxygen species metabolic process	0.0036220261444455466	True	"""The chemical reactions and pathways involving a reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen. They contribute to the microbicidal activity of phagocytes, regulation of signal transduction and gene expression, and the oxidative damage to biopolymers."" [GOC:mah]"	225	355	16	21031	0.04507042253521127	0.07111111111111111	query_1	['GO:0044237']
GO:BP	GO:0031334	positive regulation of protein-containing complex assembly	0.003731435463005704	True	"""Any process that activates or increases the frequency, rate or extent of protein complex assembly."" [GOC:mah]"	199	355	15	21031	0.04225352112676056	0.07537688442211055	query_1	['GO:0043254', 'GO:0044089', 'GO:0051130', 'GO:0065003']
GO:BP	GO:0030888	regulation of B cell proliferation	0.0037979573464319264	True	"""Any process that modulates the frequency, rate or extent of B cell proliferation."" [GOC:mah]"	66	355	9	21031	0.02535211267605634	0.13636363636363635	query_1	['GO:0042100', 'GO:0050670', 'GO:0050864']
GO:BP	GO:0001912	positive regulation of leukocyte mediated cytotoxicity	0.0037979573464319264	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte mediated cytotoxicity."" [GOC:add, ISBN:0781735149, PMID:11911826]"	66	355	9	21031	0.02535211267605634	0.13636363636363635	query_1	['GO:0001909', 'GO:0001910', 'GO:0002705', 'GO:0031343']
GO:BP	GO:0035966	response to topologically incorrect protein	0.003952429909062821	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a protein that is not folded in its correct three-dimensional structure."" [GOC:bf]"	150	355	13	21031	0.036619718309859155	0.08666666666666667	query_1	['GO:0006950', 'GO:0010033']
GO:BP	GO:0071248	cellular response to metal ion	0.003973105689798146	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."" [GOC:mah]"	200	355	15	21031	0.04225352112676056	0.075	query_1	['GO:0010038', 'GO:0071241']
GO:BP	GO:0001911	negative regulation of leukocyte mediated cytotoxicity	0.004181610749341466	True	"""Any process that stops, prevents, or reduces the rate of leukocyte mediated cytotoxicity."" [GOC:add, ISBN:0781735149, PMID:11911826]"	23	355	6	21031	0.016901408450704224	0.2608695652173913	query_1	['GO:0001909', 'GO:0001910', 'GO:0002704', 'GO:0031342']
GO:CC	GO:0005765	lysosomal membrane	0.004201018496275773	True	"""The lipid bilayer surrounding the lysosome and separating its contents from the cell cytoplasm."" [GOC:ai]"	446	358	21	22097	0.05865921787709497	0.04708520179372197	query_1	['GO:0005764', 'GO:0098852']
GO:CC	GO:0098852	lytic vacuole membrane	0.004201018496275773	True	"""The lipid bilayer surrounding a lytic vacuole and separating its contents from the cytoplasm of the cell."" [GOC:dos]"	446	358	21	22097	0.05865921787709497	0.04708520179372197	query_1	['GO:0000323', 'GO:0005774']
GO:BP	GO:0009615	response to virus	0.0042403860392174085	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus."" [GOC:hb]"	406	355	22	21031	0.061971830985915494	0.054187192118226604	query_1	['GO:0051707']
GO:MF	GO:0045296	cadherin binding	0.004389661303156469	True	"""Binding to cadherin, a type I membrane protein involved in cell adhesion."" [GOC:bf]"	335	358	19	20212	0.05307262569832402	0.056716417910447764	query_1	['GO:0050839']
GO:BP	GO:0071417	cellular response to organonitrogen compound	0.004502217453699558	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [GOC:mah]"	610	355	28	21031	0.07887323943661972	0.04590163934426229	query_1	['GO:0010243', 'GO:0071310', 'GO:0071495', 'GO:1901699']
GO:BP	GO:0051726	regulation of cell cycle	0.004691354849531224	True	"""Any process that modulates the rate or extent of progression through the cell cycle."" [GOC:ai, GOC:dph, GOC:tb]"	1105	355	41	21031	0.11549295774647887	0.037104072398190045	query_1	['GO:0007049', 'GO:0050794']
GO:BP	GO:0000122	negative regulation of transcription by RNA polymerase II	0.004715385667926404	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]"	986	355	38	21031	0.10704225352112676	0.038539553752535496	query_1	['GO:0006357', 'GO:0006366', 'GO:0045892']
GO:BP	GO:0009894	regulation of catabolic process	0.004778486663188636	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	1026	355	39	21031	0.10985915492957747	0.038011695906432746	query_1	['GO:0009056', 'GO:0019222']
GO:CC	GO:0033256	I-kappaB/NF-kappaB complex	0.004931035967385166	True	"""A protein complex containing an inhibitory-kappaB (I-kappaB/IKB) protein and one or more copies of an NF-kappaB protein. In the resting state, NF-kappaB dimers are bound to I-kappaB proteins, sequestering NF-kappaB in the cytoplasm."" [GOC:bf, GOC:mah, PMID:9407099]"	4	358	3	22097	0.008379888268156424	0.75	query_1	['GO:0140535']
GO:BP	GO:0042326	negative regulation of phosphorylation	0.0051909646765460355	True	"""Any process that stops, prevents or decreases the rate of addition of phosphate groups to a molecule."" [GOC:jl]"	288	355	18	21031	0.05070422535211268	0.0625	query_1	['GO:0016310', 'GO:0042325', 'GO:0045936']
GO:BP	GO:0031329	regulation of cellular catabolic process	0.005281514501686733	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."" [GOC:mah]"	687	355	30	21031	0.08450704225352113	0.043668122270742356	query_1	['GO:0009894', 'GO:0031323', 'GO:0044248']
GO:BP	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	0.0054352286202190335	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]"	616	355	28	21031	0.07887323943661972	0.045454545454545456	query_1	['GO:0007167']
GO:BP	GO:1902533	positive regulation of intracellular signal transduction	0.005626480657817969	True	"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	1033	355	39	21031	0.10985915492957747	0.0377541142303969	query_1	['GO:0009967', 'GO:0035556', 'GO:1902531']
GO:BP	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	0.005673915466154891	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of intrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	109	355	11	21031	0.030985915492957747	0.10091743119266056	query_1	['GO:0097193', 'GO:1902532', 'GO:2001234', 'GO:2001242']
GO:BP	GO:0051130	positive regulation of cellular component organization	0.005999290442057989	True	"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	1116	355	41	21031	0.11549295774647887	0.036738351254480286	query_1	['GO:0016043', 'GO:0048522', 'GO:0051128']
GO:BP	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	0.006096938621574148	True	"""Any process that activates or increases the frequency, rate or extent of a canonical NF-kappaB signaling cascade."" [GOC:jl]"	207	355	15	21031	0.04225352112676056	0.07246376811594203	query_1	['GO:0007249', 'GO:0043122', 'GO:1902533']
GO:BP	GO:2000106	regulation of leukocyte apoptotic process	0.006140255051510567	True	"""Any process that modulates the frequency, rate or extent of leukocyte apoptotic process."" [GOC:BHF, GOC:mtg_apoptosis]"	89	355	10	21031	0.028169014084507043	0.11235955056179775	query_1	['GO:0042981', 'GO:0071887']
GO:MF	GO:0140313	molecular sequestering activity	0.006186825632249542	True	"""Binding to a specific molecule to prevent it from interacting with other partners or to inhibit its localization to the area of the cell or complex where it is active."" [PMID:13130076]"	45	358	7	20212	0.019553072625698324	0.15555555555555556	query_1	['GO:0003674']
GO:BP	GO:0032612	interleukin-1 production	0.006210469941939587	True	"""The appearance of interleukin-1 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	110	355	11	21031	0.030985915492957747	0.1	query_1	['GO:0001816']
GO:BP	GO:0032652	regulation of interleukin-1 production	0.006210469941939587	True	"""Any process that modulates the frequency, rate, or extent of interleukin-1 production."" [GOC:mah]"	110	355	11	21031	0.030985915492957747	0.1	query_1	['GO:0001817', 'GO:0032612']
GO:CC	GO:0005634	nucleus	0.006466071445062143	True	"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]"	10074	358	202	22097	0.5642458100558659	0.020051618026603137	query_1	['GO:0043231']
GO:BP	GO:0046641	positive regulation of alpha-beta T cell proliferation	0.007129846629683923	True	"""Any process that activates or increases the frequency, rate or extent of alpha-beta T cell proliferation."" [GOC:ai]"	25	355	6	21031	0.016901408450704224	0.24	query_1	['GO:0042102', 'GO:0046633', 'GO:0046635', 'GO:0046640']
GO:BP	GO:1901575	organic substance catabolic process	0.00713030849130161	True	"""The chemical reactions and pathways resulting in the breakdown of an organic substance, any molecular entity containing carbon."" [GOC:pr, GOC:TermGenie]"	2074	355	63	21031	0.17746478873239438	0.03037608486017358	query_1	['GO:0009056', 'GO:0071704']
GO:CC	GO:0000785	chromatin	0.007299837258803808	True	"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]"	1368	358	43	22097	0.12011173184357542	0.031432748538011694	query_1	['GO:0005694', 'GO:0032993']
GO:BP	GO:0030162	regulation of proteolysis	0.007336384238444418	True	"""Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:mah]"	555	355	26	21031	0.07323943661971831	0.04684684684684685	query_1	['GO:0006508', 'GO:0051246']
GO:BP	GO:0002702	positive regulation of production of molecular mediator of immune response	0.007619489340530237	True	"""Any process that activates or increases the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]"	135	355	12	21031	0.03380281690140845	0.08888888888888889	query_1	['GO:0002440', 'GO:0002699', 'GO:0002700', 'GO:0010628']
GO:BP	GO:0033043	regulation of organelle organization	0.008539425668112065	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1173	355	42	21031	0.11830985915492957	0.03580562659846547	query_1	['GO:0006996', 'GO:0051128']
GO:BP	GO:0110053	regulation of actin filament organization	0.008574244199417505	True	"""Any process that modulates the frequency, rate or extent of actin filament organization."" [GOC:kmv]"	269	355	17	21031	0.04788732394366197	0.06319702602230483	query_1	['GO:0007015', 'GO:0032956', 'GO:1902903']
GO:BP	GO:0010629	negative regulation of gene expression	0.008799503147329189	True	"""Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	1641	355	53	21031	0.14929577464788732	0.032297379646556976	query_1	['GO:0010467', 'GO:0010468', 'GO:0010558']
GO:MF	GO:0033550	MAP kinase tyrosine phosphatase activity	0.008812109615596992	True	"""Catalysis of the reaction: MAP kinase tyrosine phosphate + H2O = MAP kinase tyrosine + phosphate."" [GOC:mah]"	10	358	4	20212	0.0111731843575419	0.4	query_1	['GO:0004725', 'GO:0033549']
GO:MF	GO:0008330	protein tyrosine/threonine phosphatase activity	0.008812109615596992	True	"""Catalysis of the reactions: protein threonine phosphate + H2O = protein threonine + phosphate; and protein tyrosine phosphate + H2O = protein tyrosine + phosphate."" [GOC:mah]"	10	358	4	20212	0.0111731843575419	0.4	query_1	['GO:0004721']
GO:BP	GO:0001836	release of cytochrome c from mitochondria	0.0088435991026283	True	"""The process that results in the movement of cytochrome c from the mitochondrial intermembrane space into the cytosol, which is part of the apoptotic signaling pathway and leads to caspase activation."" [GOC:add, GOC:mah, GOC:mtg_apoptosis, ISBN:0721639976, PMID:12925707, PMID:9560217]"	55	355	8	21031	0.022535211267605635	0.14545454545454545	query_1	['GO:0008637', 'GO:0097190']
GO:BP	GO:0001913	T cell mediated cytotoxicity	0.0088435991026283	True	"""The directed killing of a target cell by a T cell through the release of granules containing cytotoxic mediators or through the engagement of death receptors."" [GOC:add, GOC:pr, ISBN:0781735149, PMID:11911826]"	55	355	8	21031	0.022535211267605635	0.14545454545454545	query_1	['GO:0001909', 'GO:0002456']
GO:MF	GO:0005543	phospholipid binding	0.008946439189930253	True	"""Binding to a phospholipid, a class of lipids containing phosphoric acid as a mono- or diester."" [ISBN:0198506732]"	483	358	23	20212	0.06424581005586592	0.047619047619047616	query_1	['GO:0008289']
GO:BP	GO:0007049	cell cycle	0.009054491723976219	True	"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]"	1819	355	57	21031	0.16056338028169015	0.031335898845519516	query_1	['GO:0009987']
GO:CC	GO:0099080	supramolecular complex	0.009085968807548679	True	"""A cellular component that consists of an indeterminate number of proteins or macromolecular complexes, organized into a regular, higher-order structure such as a polymer, sheet, network or a fiber."" [GOC:dos]"	1426	358	44	22097	0.12290502793296089	0.030855539971949508	query_1	['GO:0110165']
GO:BP	GO:0031342	negative regulation of cell killing	0.009137593710228141	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell killing."" [GOC:mah]"	26	355	6	21031	0.016901408450704224	0.23076923076923078	query_1	['GO:0001906', 'GO:0031341', 'GO:0048523']
GO:BP	GO:0044248	cellular catabolic process	0.009213047639816624	True	"""The chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."" [GOC:jl]"	1600	355	52	21031	0.14647887323943662	0.0325	query_1	['GO:0009056', 'GO:0044237']
GO:BP	GO:0030879	mammary gland development	0.009588153148505939	True	"""The process whose specific outcome is the progression of the mammary gland over time, from its formation to the mature structure. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk. Its development starts with the formation of the mammary line and ends as the mature gland cycles between nursing and weaning stages."" [PMID:9576833]"	138	355	12	21031	0.03380281690140845	0.08695652173913043	query_1	['GO:0048732']
GO:BP	GO:0019882	antigen processing and presentation	0.009615766008743365	True	"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]"	115	355	11	21031	0.030985915492957747	0.09565217391304348	query_1	['GO:0002376']
GO:BP	GO:0045637	regulation of myeloid cell differentiation	0.00972566832982548	True	"""Any process that modulates the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]"	215	355	15	21031	0.04225352112676056	0.06976744186046512	query_1	['GO:0030099', 'GO:1903706']
GO:MF	GO:0008092	cytoskeletal protein binding	0.009726900782185058	True	"""Binding to a protein component of a cytoskeleton (actin, microtubule, or intermediate filament cytoskeleton)."" [GOC:mah]"	1002	358	37	20212	0.10335195530726257	0.036926147704590816	query_1	['GO:0005515']
GO:BP	GO:0006468	protein phosphorylation	0.00976350787607367	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1346	355	46	21031	0.1295774647887324	0.03417533432392273	query_1	['GO:0016310', 'GO:0036211']
GO:BP	GO:0050678	regulation of epithelial cell proliferation	0.009795293263173696	True	"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]"	363	355	20	21031	0.056338028169014086	0.05509641873278237	query_1	['GO:0042127', 'GO:0050673']
GO:CC	GO:0005856	cytoskeleton	0.009832379039843261	True	"""A cellular structure that forms the internal framework of eukaryotic and prokaryotic cells. The cytoskeleton includes intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles."" [GOC:mah, PMID:16959967, PMID:27419875]"	2430	358	65	22097	0.18156424581005587	0.026748971193415638	query_1	['GO:0043232']
GO:BP	GO:0007015	actin filament organization	0.010600363965507386	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking."" [GOC:mah]"	463	355	23	21031	0.0647887323943662	0.04967602591792657	query_1	['GO:0030036', 'GO:0097435']
GO:BP	GO:0031401	positive regulation of protein modification process	0.01072689479593413	True	"""Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	787	355	32	21031	0.09014084507042254	0.04066073697585769	query_1	['GO:0031399', 'GO:0036211', 'GO:0051247']
GO:BP	GO:0032956	regulation of actin cytoskeleton organization	0.010786287905773878	True	"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:mah]"	334	355	19	21031	0.05352112676056338	0.05688622754491018	query_1	['GO:0030036', 'GO:0032970', 'GO:0051493']
GO:BP	GO:0071375	cellular response to peptide hormone stimulus	0.011077310382408403	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [GOC:mah]"	304	355	18	21031	0.05070422535211268	0.05921052631578947	query_1	['GO:0032870', 'GO:0043434', 'GO:1901653']
GO:BP	GO:0010631	epithelial cell migration	0.011077310382408403	True	"""The orderly movement of an epithelial cell from one site to another, often during the development of a multicellular organism."" [GOC:ascb_2009, GOC:BHF, GOC:dph, GOC:tb]"	304	355	18	21031	0.05070422535211268	0.05921052631578947	query_1	['GO:0001667', 'GO:0090132']
GO:BP	GO:0009896	positive regulation of catabolic process	0.011159082998968263	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	533	355	25	21031	0.07042253521126761	0.04690431519699812	query_1	['GO:0009056', 'GO:0009893', 'GO:0009894']
GO:BP	GO:0032649	regulation of type II interferon production	0.011379115109289902	True	"""Any process that modulates the frequency, rate, or extent of interferon-gamma production. Interferon-gamma is also known as type II interferon."" [GOC:add, GOC:mah, PMID:15546383]"	117	355	11	21031	0.030985915492957747	0.09401709401709402	query_1	['GO:0001817', 'GO:0032609']
GO:BP	GO:0071887	leukocyte apoptotic process	0.011379115109289902	True	"""Any apoptotic process in a leukocyte, an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:BHF, GOC:mah, GOC:mtg_apoptosis]"	117	355	11	21031	0.030985915492957747	0.09401709401709402	query_1	['GO:0006915']
GO:BP	GO:0045184	establishment of protein localization	0.011664599749050862	True	"""The directed movement of a protein to a specific location."" [GOC:bf]"	1924	355	59	21031	0.16619718309859155	0.030665280665280667	query_1	['GO:0008104', 'GO:0051234']
GO:BP	GO:0050729	positive regulation of inflammatory response	0.011991423771144899	True	"""Any process that activates or increases the frequency, rate or extent of the inflammatory response."" [GOC:ai]"	141	355	12	21031	0.03380281690140845	0.0851063829787234	query_1	['GO:0006954', 'GO:0031349', 'GO:0032103', 'GO:0050727']
GO:BP	GO:0043542	endothelial cell migration	0.012180445244387696	True	"""The orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:go_curators]"	219	355	15	21031	0.04225352112676056	0.0684931506849315	query_1	['GO:0010631']
GO:BP	GO:0030036	actin cytoskeleton organization	0.012354706811522443	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]"	717	355	30	21031	0.08450704225352113	0.04184100418410042	query_1	['GO:0007010', 'GO:0030029']
GO:BP	GO:0002718	regulation of cytokine production involved in immune response	0.0123621946741518	True	"""Any process that modulates the frequency, rate, or extent of cytokine production that contributes to an immune response."" [GOC:add]"	118	355	11	21031	0.030985915492957747	0.09322033898305085	query_1	['GO:0001817', 'GO:0002367', 'GO:0002700']
GO:BP	GO:0032609	type II interferon production	0.0123621946741518	True	"""The appearance of interferon-gamma due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Interferon-gamma is also known as type II interferon."" [GOC:add, GOC:mah, PMID:15546383]"	118	355	11	21031	0.030985915492957747	0.09322033898305085	query_1	['GO:0001816']
GO:BP	GO:0002367	cytokine production involved in immune response	0.0123621946741518	True	"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus contributing to an immune response, resulting in an increase in its intracellular or extracellular levels."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	118	355	11	21031	0.030985915492957747	0.09322033898305085	query_1	['GO:0001816', 'GO:0002440', 'GO:0006955']
GO:BP	GO:0002437	inflammatory response to antigenic stimulus	0.012605686444252527	True	"""An inflammatory response to an antigenic stimulus, which can be include any number of T cell or B cell epitopes."" [GOC:add, ISBN:0781735149]"	76	355	9	21031	0.02535211267605634	0.11842105263157894	query_1	['GO:0006954', 'GO:0006955']
GO:BP	GO:0140507	granzyme-mediated programmed cell death signaling pathway	0.012610882190120196	True	"""The series of molecular signals induced by granzymes which triggers the cell death of a cell. The pathway starts with reception of a granzyme signal, and ends when the execution phase of cell death is triggered. Granzymes are serine proteases that are secreted by cytotoxic T cells and natural killer cells to induce cell death in target cells."" [PMID:32299851]"	8	355	4	21031	0.011267605633802818	0.5	query_1	['GO:0007165', 'GO:0012501']
GO:BP	GO:0090132	epithelium migration	0.01269197215054969	True	"""The process in which the population of cells that make up an epithelium undergo directed movement."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	307	355	18	21031	0.05070422535211268	0.05863192182410423	query_1	['GO:0090130']
GO:BP	GO:0048878	chemical homeostasis	0.013345230495538634	True	"""Any biological process involved in the maintenance of an internal steady state of a chemical."" [GOC:isa_complete]"	1031	355	38	21031	0.10704225352112676	0.03685741998060136	query_1	['GO:0042592']
GO:CC	GO:0098562	cytoplasmic side of membrane	0.013449870419306604	True	"""The side of a membrane that faces the cytoplasm."" [GOC:dos]"	212	358	13	22097	0.036312849162011177	0.06132075471698113	query_1	['GO:0098552']
GO:BP	GO:0051170	import into nucleus	0.013933185670520229	True	"""The directed movement of substances into the nucleus."" [GOC:ai]"	168	355	13	21031	0.036619718309859155	0.07738095238095238	query_1	['GO:0006913']
GO:BP	GO:0002218	activation of innate immune response	0.013952563855819009	True	"""Any process that initiates an innate immune response. Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens. Examples of this process include activation of the hypersensitive response of Arabidopsis thaliana and activation of any NOD or TLR signaling pathway in vertebrate species."" [GO_REF:0000022, GOC:add, GOC:mtg_sensu, ISBN:0781735149, PMID:15199967, PMID:16177805]"	279	355	17	21031	0.04788732394366197	0.06093189964157706	query_1	['GO:0002253', 'GO:0045089']
GO:BP	GO:0022603	regulation of anatomical structure morphogenesis	0.01481821704673254	True	"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]"	838	355	33	21031	0.09295774647887324	0.03937947494033413	query_1	['GO:0009653', 'GO:0050793']
GO:BP	GO:0050792	regulation of viral process	0.014867911278568931	True	"""Any process that modulates the rate or extent of the viral life cycle, the set of processes by which a virus reproduces and spreads among hosts."" [GOC:go_curators, GOC:tb]"	169	355	13	21031	0.036619718309859155	0.07692307692307693	query_1	['GO:0016032', 'GO:0050789']
